,Audio,Visual,AV
0,7.294143089599316,6.863546819864014,8.972736847142533
1,8.059080566290966,6.850425046614891,8.50335099080241
2,8.176546746317284,6.944764432821883,8.518443635107259
3,8.959648129101144,6.651503366706704,8.95422449610471
4,9.610274278217355,6.744501819918236,9.596299144769011
5,10.135779564851276,7.335611613202731,9.65246803490717
6,10.906818357190382,6.855540649706312,10.90681811386007
7,10.994773579191365,7.085444997207838,10.971832012980537
8,7.151744237703196,7.7849422111953945,8.229185399881223
9,7.850446474721393,7.722915210682169,9.655738614540684
10,8.793736969800532,7.924523197607496,10.11340266262885
11,9.320690204438474,7.8589576929274765,9.361172423843342
12,10.194067987286829,7.679943931688972,9.948764848646583
13,10.243032647221947,8.285679160800292,10.110539419574058
14,10.29630179768057,8.148326238398523,10.272637264549653
15,11.554221242820175,8.030011857738119,11.557669131743065
16,6.953071488425277,8.316183044342552,8.322008181007156
17,7.969815428825342,8.809874616387312,9.581908838910017
18,8.649570427552707,8.297058363304613,10.997464091379912
19,8.873481245620084,8.846358709056542,10.852207303895495
20,9.662012117028036,8.627486453653386,10.308307870248717
21,10.281810230092155,8.73689831958046,10.43740166660432
22,11.222015415757662,8.145182226571242,11.240187608682197
23,11.361693495588739,8.819068952237608,11.352140806230432
24,7.040028917462893,9.072067697172695,8.98728583808493
25,8.012383280661695,9.118951634740332,9.6453331777905
26,8.21984789996949,8.912513762274012,11.01382686396483
27,9.20179055104563,9.323946854199582,12.071261001700034
28,9.154797481017653,9.05483597562299,10.921813948130549
29,9.894660296811972,8.974863112575358,11.363083635948692
30,10.455724463601372,9.067179105228881,11.22627553658328
31,11.398168810407805,9.064609190266781,12.07221051742397
32,6.885207533946067,9.63659441536209,9.16299447246207
33,7.901728233506305,9.479259224232111,9.4542717898529
34,8.615449893309036,8.855405277286772,10.072168169196816
35,9.174790635496315,9.655301922571937,12.114658992478448
36,9.287082780731467,9.367535588477471,12.387498365860305
37,10.443117469485014,9.569041192630694,12.774790906109093
38,10.143933197223792,9.42900051514432,12.590147262359695
39,11.327591854443563,10.077248491484024,12.22994581499194
40,6.761311516902044,10.696063262121484,10.63452312919164
41,7.712183922910879,10.43115440406272,10.329766888323512
42,8.412048752747282,10.018713562525736,10.504323758502064
43,9.428688602642886,9.523938009930069,11.417231953583157
44,9.579350281374685,9.880301724504665,12.790847127949943
45,9.99029950319386,10.076362799370344,13.950777868323307
46,10.904114760574577,10.040043160321693,13.58612343574331
47,11.729938391387655,10.673378750770361,13.777313122260447
48,6.791649868841297,10.985145798125984,10.985145692470086
49,8.17319213555021,10.639563066072494,10.640712537301184
50,8.223726583325945,10.514587480909514,10.57168029379653
51,9.496546821993501,10.493720785780635,11.31671571796879
52,9.15370057271692,10.747518491816724,12.357230550747575
53,9.796208881347345,11.426741944172145,13.936537959166126
54,10.03719373869391,11.290813333666813,13.861753605587712
55,11.038687923252084,10.328503733523764,14.517137381546931
56,6.472524243419656,11.97494454245935,11.97494466200438
57,7.814028394145114,11.49675053537901,11.50388035486282
58,8.221106931372324,11.321132387252423,11.325199114284182
59,9.32246792443517,11.475787043564702,12.007088490236614
60,9.679214370037151,11.74796269486435,12.587528099588898
61,9.123307039425184,11.598706144727725,13.805634753183973
62,10.377783255598072,11.434394253147774,14.279276411430851
63,10.774092307624937,11.699997926702798,14.406397212388015
