,Audio,Visual,AV
0,438.1359504131926,432.2617463617162,381.88097165989166
1,438.1274949083197,443.9580912862761,385.62625250498235
2,436.67551867216866,447.6944444444133,381.71368209252796
3,434.3731808731505,439.9161554191922,380.3176706827036
4,445.8908350305188,436.70764462806864,382.80200400798856
5,430.40103519665723,444.4405349793929,381.17108433732204
6,430.7289256198045,442.77995910017364,384.37656565653805
7,438.16203319499016,443.81560574945576,387.8444889779282
8,439.1279503105284,439.6855967077883,382.28931451610157
9,444.5970649894869,435.91891891888844,385.06512096771434
10,432.4347826086654,445.09608247419584,382.15513078468086
11,441.7144927535924,442.5239583333025,386.5434607645598
12,433.9789256198044,437.0543434343129,381.3152304608945
13,450.57139874735907,437.70083857439295,389.62848484845705
14,437.06008230449623,445.58888888885787,382.82383838381094
15,433.7030549897864,439.8669421487296,382.61002004005275
16,440.78285123963866,442.17142857139777,385.4895372233125
17,430.27037037034023,437.14532224529177,381.74858870965005
18,443.6977505112165,442.775255623691,384.3933734939484
19,435.69447852757696,439.0465306122142,380.38815261041447
20,449.40207039334354,432.41554192226005,381.27469879515337
21,441.5008316008008,432.79340206182536,384.01589537220593
22,433.93484536079444,437.64173553715955,382.2083999999725
23,432.6372384936936,432.2199592667722,380.5625250500729
24,436.7354639174953,440.5928278688217,385.4317269076029
25,447.4515400410366,442.53670103089695,389.37208835338583
26,440.45967078186226,444.84426229505095,386.89979879272886
27,433.6260162601323,443.6281893003806,380.7055999999726
28,435.70850622403594,442.45295315679203,384.1629778671757
29,446.98624229976355,442.2470347647954,382.61368209252794
30,441.47757201643014,449.5478615070971,388.9060120240203
31,447.2254132231094,430.00863157891723,387.0614457831049
32,450.4689300411209,437.1045738045433,385.2295774647612
33,447.49301848046167,435.96196319015354,386.60400801600434
34,442.6822916666358,430.80349794235667,380.46485943772365
35,439.0089583333027,443.4264462809609,382.8312499999725
36,431.58630705391175,442.29812889809807,380.4089249492627
37,447.1430327868542,439.5640081799284,383.9975951903532
38,441.4110655737397,448.1242171189668,390.36204819274326
39,442.4567287784371,436.5246376811289,382.55814889333277
40,441.13747412005205,443.6404081632344,387.3253012047916
41,448.21124999996886,441.59486652974334,381.47114228454177
42,437.5676891615236,440.05720164605987,382.0257028112176
43,448.42545454542335,438.800409836035,386.5575150300325
44,435.42479338839934,431.5587002096134,378.50621242482254
45,431.3999999999698,437.1172839505868,380.1569416498721
46,441.8882474226496,442.09256198344025,386.0240480961648
47,443.9344262294773,443.11535269706457,390.0575999999721
48,445.70246913577137,439.41306122445917,390.06973947893005
49,433.89016736398634,437.585420944528,383.61285140559505
