,Audio,Visual,AV
0,8.746073401670904,8.356886977494737,11.290923845948473
1,8.48174097597072,8.388914753192706,11.102622917906077
2,8.659033435363286,8.059647595536337,11.359978830323985
3,8.759031891620316,8.141273904984661,10.858914059053864
4,8.11859671971751,8.54299206072663,10.741918499815593
5,8.748497027053489,8.040584269279945,11.336316260952604
6,8.629307237765142,8.39457578598325,11.17345490043878
7,8.445769108157307,8.106070805558328,10.538172890421755
8,8.424256034664657,8.88729409958811,11.771216170641345
9,8.26867688386566,8.855247414756725,11.141951012926627
10,8.95493158700013,8.330690027374558,11.257371451083708
11,8.35125265577611,8.383240264472784,11.051559568786034
12,8.632447112633265,8.512695924548664,11.294975388374922
13,8.128512465164816,8.506467770399862,10.959785119045636
14,8.497990472368476,8.338530359763057,11.266363332653995
15,8.595071363633366,8.501169210948923,11.250715238534491
16,8.744603363351716,8.10912806510857,11.097909834956758
17,8.676090182013622,8.562901760323895,11.386585831892607
18,8.61804640186447,8.130333208203194,11.194468270481204
19,8.253455359532115,8.843283694105471,11.359310344788375
20,7.924996965461572,8.637443640564296,10.840039422490984
21,8.289200870984548,8.914032103599617,11.311229458591733
22,8.627421249853601,8.576034427116909,11.298528712353468
23,8.971078581020024,8.982877114673393,11.342784843791263
24,8.585708991613814,8.7365317656788,10.635048871155597
25,8.15926628346281,8.332829906641905,10.904674156839004
26,8.439213929021603,8.58046781286931,11.528649690769868
27,8.635466052398122,8.396710397793507,11.367484706342621
28,8.571744765596721,8.683845776119636,11.152438810130086
29,7.968851821339939,8.066711788123209,11.255271797153746
30,8.081075509822067,7.885395284045911,10.998350035340334
31,7.993888565295702,8.99249615230515,11.079875810758326
32,8.237518561145563,8.229274241471606,11.117209695559177
33,7.973935855092947,8.200646266034411,10.569520991294505
34,8.390710504918866,8.375246239248769,10.866274853558993
35,8.270455518515169,8.099852430569417,10.769655951871727
36,8.441881008157814,8.37803328394407,10.880391907538227
37,7.9539607446713685,8.526255381941958,10.699167131659545
38,8.71723006983725,8.331666174293522,10.865238422008414
39,8.470693642361523,8.534906067681838,11.261126478114546
40,8.114543265752298,8.280970585527626,10.54044872061424
41,7.72912753166042,8.498621097469105,11.287008794244146
42,8.53781724675083,8.394345580970803,11.327660991939137
43,7.706564416015979,8.514423556173178,10.62743055729817
44,8.63876691535175,8.766512986149422,11.457238145580765
45,8.822347003903138,8.232541758286668,11.383032928462205
46,8.446738034975985,8.343801040022228,10.603113246160389
47,8.436584361683307,8.012528539886333,10.482796794270978
48,8.290099010655704,8.424643144377361,10.423902462348945
49,8.866599598686511,8.851095948771986,11.738049733658855
